City,Population,"Acres per 1,000 people","Parks per 10,000 residents",Parks as % City Area,Fields/ Diamonds,Tennis_dedicdated,Pickleball_dedicated,Pickleball_combined,Hoops,Community_garden_sites,Dog_parks,Playgrounds,Rec_senior_centers,Restrooms,Skateparks,Splashpads,Swimming_pools,Disc_golf_courses,investment_dollars
"San Antonio, TX",1445114.0,22.737306537754115,2.0206018348725427,0.1038833754351132,2.2074383059052782,1.4808520296668637,0.4013524192555051,0.7473458841309405,2.283556868177874,0.0034599346487543545,1.3147751665266547,1.5569705919394594,1.328614905121672,3.7644088978447376,1.1071790876013934,0.7611856227259579,1.9375634033024385,0.20759607892526125,148.01081021774064
"San Diego, CA",1396256.0,29.80792920495955,3.1083125157564226,0.2016732002073935,2.0340109550111154,1.9623908509614283,0.014324020809937433,0.17188824971924918,4.777060940114134,0.0035810052024843582,1.7188824971924919,2.198737194325396,0.9167373318359957,1.8048266220521165,0.9310613526459331,0.28648041619874864,1.0743015607453075,0.21486031214906148,175.50410272414229
"San Francisco, CA",883180.0,6.608618854593627,2.558934758486379,0.1952562558544092,0.8492040127720284,3.6685613351751627,0.7246540908987975,2.151316832355805,4.597024389139246,0.06114268891958604,5.095224076632171,3.1590389275119457,0.8831721732829094,3.566656853642519,0.6793632102176227,1.2454992187323082,1.3587264204352454,0.22645440340587422,576.0342676985439
"San Jose, CA",1010888.0,15.057850127808424,2.215873568585244,0.13510553316883533,1.206859711461606,1.6816897618727298,0.890306344520857,0.890306344520857,1.5530899565530503,0.021763043977176502,1.4838439075347614,2.918226351485031,0.9100909299546537,1.1672905405940124,0.6924604901828887,0.1978458543379682,0.5935375630139046,0.0989229271689841,110.21682274712926
"Santa Ana, CA",310626.0,1.9615228602885786,1.5774597103912744,0.03477739726027397,1.3199152678784132,0.0,0.0,1.9315833188464584,2.704216646385042,0.012877222125643056,0.0,1.1267569359937675,0.7726333275385835,1.1267569359937675,0.9657916594232293,0.0,1.6096527657053818,0.0,119.47767926702852
"Santa Clarita, CA",222654.0,48.80532126079029,1.66177117859998,0.23998895759717317,1.976160320497274,0.988080160248637,1.7066839131567364,1.7066839131567364,3.0091532153026668,0.004491273455675622,1.3473820367026867,2.425287666064836,0.988080160248637,2.065985789610786,0.4491273455675622,0.0,3.5930187645404974,0.8982546911351244,170.2523557304158
"Scottsdale, AZ",246948.0,127.95406320358943,1.781751623823639,0.2687201816527337,4.3328959942983944,4.13042421886389,1.7007629136498372,1.7007629136498372,3.280042762038972,0.0,1.2148306526070265,1.4982911382153328,0.728898391564216,3.0775709866044676,0.8098871017380178,1.6197742034760356,1.6197742034760356,0.4049435508690089,93.08544333543904
"Seattle, WA",757849.0,8.551835523963216,6.465667962879149,0.1227229691346336,1.9924813518260236,2.6918291110762174,0.07917144444341814,1.0820097407267146,3.5363245184726773,0.042224770369823014,1.9792861110854538,2.3223623703402656,0.6069810740662058,1.9792861110854538,1.583428888868363,4.0905246295766045,1.3195240740569691,0.13195240740569691,392.0606573900606
"Spokane, WA",232315.0,12.525235133331899,4.261455351570067,0.0710452425714774,2.92706024148247,1.5496201278436608,0.0,1.9800701633557884,8.522910703140134,0.021522501775606398,0.8609000710242559,3.658825301853087,0.8609000710242559,4.00318533026279,1.7218001420485118,8.178550674730431,2.5827002130727674,2.15225017756064,139.7558580375783
"St. Louis, MO",293644.0,13.260955442644836,3.7800874528340436,0.09992814617121741,5.482829548705235,6.810968383484764,2.451948618054515,2.451948618054515,0.953535573687867,0.0,2.3838389342196673,3.098990614485568,0.6810968383484765,2.622222827641634,0.0,4.0865810300908585,2.7243873533939054,0.34054841917423817,142.55125672923674
"St. Paul, MN",310625.0,16.012877263581487,6.148893360160965,0.15381285175335518,4.796780684104628,3.2193158953722336,0.19315895372233402,1.93158953722334,22.406438631790742,0.15130784708249495,2.2535211267605635,4.0241448692152915,1.6740442655935612,3.2837022132796783,1.93158953722334,1.2877263581488934,1.2877263581488934,0.6438631790744467,247.46531872128773
"St. Petersburg, FL",261063.0,20.466324220590433,8.005730417562045,0.13557472722659222,2.9494796275228587,3.9837127436672373,3.6006634413915415,3.6006634413915415,4.519981766853212,0.007660986045513918,2.2982958136541756,3.485748650708833,1.2257577672822269,6.435228278231691,1.1491479068270878,1.5321972091027836,4.596591627308351,0.7660986045513918,222.03639309285498
"Stockton, CA",313613.0,3.823183350179999,2.104504596429357,0.030448473767078064,1.8812995634747285,4.336554925975645,0.701501532143119,1.4667759308447035,5.356920790911092,0.006377286655846537,0.9565929983769805,2.3914824959424514,0.31886433279232684,1.403003064286238,0.6377286655846537,1.594321663961634,1.594321663961634,0.0,41.51620092279338
"Tampa, FL",391710.0,12.879936687855812,4.8760562661152385,0.07192734841680566,2.8337290342345103,2.6550254014449464,1.787036327895637,1.99126905108371,4.595236271731638,0.0025529090398509102,4.084654463761456,2.3231472262643282,1.787036327895637,2.757141763038983,0.765872711955273,2.5529090398509102,3.5740726557912743,0.765872711955273,129.9862232774246
"Toledo, OH",266422.0,11.759539377378745,5.104683547154514,0.061385634233316354,3.0027550277379493,4.504132541606924,0.30027550277379494,0.6005510055475899,2.4022040221903596,0.0,0.7506887569344873,4.9170113579208925,0.45041325416069244,0.8257576326279361,0.37534437846724367,1.5013775138689747,2.2520662708034624,0.37534437846724367,299.04215266006565
"Tucson, AZ",542781.0,10.974960435239996,2.4503436929443,0.03891251379934286,3.555761900287593,2.1187182307413117,0.7737927451403052,2.1555655043194215,4.421672829373173,0.014738909431243908,1.8423636789054887,2.505614603311465,0.7737927451403052,1.805516405327379,0.9211818394527443,1.289654575233842,4.974381933044819,0.7369454715621954,101.44707802207523
"Tulsa, OK",416599.0,19.50244719742486,3.264530159697935,0.06509081003997724,5.760935575937532,5.66491998300524,0.7681247434583377,0.8641403363906299,2.928475584434912,0.007201169469921916,0.7201169469921915,4.32070168195315,0.38406237172916885,1.3682221992851638,1.2001949116536526,8.401364381575569,1.2001949116536526,2.160350840976575,75.33250245919939
"Virginia Beach, VA",461744.0,55.96391073841782,0.021657022072836894,0.16506020248474976,2.4255864721577325,2.685470737031775,2.4689005163034063,2.4689005163034063,7.103503239890502,0.0,1.082851103641845,5.284313385772203,0.30319830901971656,1.1911362140060293,0.649710662185107,0.21657022072836896,1.5159915450985828,0.649710662185107,107.8153114708583
"Washington, DC",698878.0,13.294738137414543,3.4197671124287785,0.23821659316993127,2.1892232979146575,5.008027152092353,0.4292594701793446,1.030222728430427,6.968312065911361,0.2217840595926614,2.7186433111358492,2.0175195098429195,2.0032108608369414,2.8474211521896526,0.8585189403586891,5.294200132211917,4.721854171972791,0.14308649005978155,485.2920657110397
"Wichita, KS",381998.0,10.731077126058251,3.0366651134299136,0.04026609956386783,2.8272399331933675,3.455515473903005,1.6230451468332294,1.6230451468332294,3.2199121461368905,0.005235629505913644,1.308907376478411,2.277498835072435,0.47120665553222796,2.0942518023654575,1.0471259011827287,3.1413777035481862,1.5706888517740931,1.8324703270697753,82.47445965685685
"Winston-Salem, NC",244426.0,15.533658448773862,3.6411838347802603,0.04463340660890827,2.741115920564915,7.36419202539828,0.9000679142153453,0.9000679142153453,3.436622945185864,0.0,1.22736533756638,2.0046967180250874,1.3910140492418972,2.2501697855383633,0.40912177918879333,4.091217791887933,3.2729742335103467,0.0,65.39208377832146
